ph,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability,Degree of Turbidity
6.86616550711358,17678.7549501016,7.19902158765172,373.885380722529,531.186399047549,13.5740915246166,87.8390496524815,5.37312139034096,1,Turbidity
9.12512741625436,15747.7197250159,5.47590826578924,293.761879666511,397.966940344492,10.8215486411955,74.5542850583369,2.89467564369134,0,Clear
5.09448337794577,16391.3167707951,7.47826146207988,282.370089688745,481.013847784904,15.6195698978184,77.6933736038698,4.65494841944728,1,Slightly Turbidity
6.392927840114371,21217.158595568453,5.298877261876914,317.25678831069575,305.24360041366396,16.865452985372656,62.1543794564029,3.2713388593703145,1,Slightly Turbidity
7.15175658335809,16083.3123221445,7.53245356996909,360.609545627377,283.621096368405,17.5338862688137,65.0650690730252,3.0868568737567,1,Slightly Turbidity
8.937802407855287,10562.46053906748,3.694274998949452,371.176313238755,480.32021765647346,16.980754992450272,61.158047400642204,2.831234425504209,0,Clear
7.079785231391082,30432.2869291816,6.07088758788833,351.419502962079,483.207696452624,16.7596026303891,58.6750664146899,4.58559151105479,1,Slightly Turbidity
7.05126110409651,24623.7515761618,5.98045160376297,291.07110163688,413.639357512449,13.917363948125,63.7337323701965,3.53516144887955,0,Slightly Turbidity
8.08570642601765,11698.0921516335,8.31190073702174,377.15219042474,378.886502979521,12.3799626054957,57.2802654948988,2.85276564583996,0,Clear
6.82023241109488,20156.7422735897,7.28938902776492,333.8544560831639,386.588333856031,12.0627845080114,85.2143688866661,3.88623470445886,1,Slightly Turbidity
4.99436718792151,33459.2586524306,6.09532083511104,354.329943124008,511.105304353043,17.7806375962468,62.4661353724558,3.94850737127433,1,Slightly Turbidity
9.062822324592787,27959.926160914205,5.649970632740677,308.7807685791531,434.3954389767979,21.142052798710267,44.14934780319219,3.730369857064929,1,Slightly Turbidity
9.16486998016269,24499.4692225837,7.81706903022295,361.194622303269,472.267718704592,11.8545308270251,68.5998297893356,4.52012479593119,1,Slightly Turbidity
8.618653849249895,11595.35498487888,6.399933250306357,333.8544560831639,343.7400071993143,15.33116645974303,75.68740059969502,4.141341848770995,0,Slightly Turbidity
9.30566048031861,39498.659289103256,6.914685302912404,325.8731338024803,345.6569351199438,12.71218694831191,62.47111473983207,4.485070146526452,1,Slightly Turbidity
7.555822759422741,29411.628645120265,7.86887830943357,349.94894140528936,524.4659994857778,19.40814391395935,79.5555931048464,4.099168690603565,1,Slightly Turbidity
7.116132606475939,25131.665278766144,5.402654753079641,292.3244034727039,424.00349933319154,12.83670966482913,55.40458672844602,3.915381677508523,1,Slightly Turbidity
4.32930045165815,18034.8714911314,8.85731130337301,333.8544560831639,548.130934218119,15.8962571808246,91.8609596681113,4.85568015971731,1,Slightly Turbidity
6.32172863845239,16368.0402673417,8.26092959325551,308.669245139019,368.018009852744,22.0336194298139,91.0663562493401,3.34887902706656,1,Slightly Turbidity
8.165714932759002,16925.01229722553,5.5743416672346875,337.2523246543811,527.9125435620626,18.361435591602685,60.393548484441524,3.9201164799638484,1,Slightly Turbidity
5.0597580054289,39659.0155617998,8.71802352905953,333.8544560831639,503.453800211346,14.7146167640206,84.2542640389613,3.2683956149518,1,Slightly Turbidity
6.966835167879632,12256.678286509748,7.105619057118607,371.51743510289,382.44386271835117,14.40808046999507,78.10073531721515,2.9574410713545625,0,Clear
6.266799947990716,27577.213623277807,9.14159700404448,322.9178476197792,277.05080172633507,13.290251925593054,59.45432462093391,3.652844725674909,1,Slightly Turbidity
7.57283417198481,9578.97680800169,8.2336924399184,370.400961963244,327.780686702131,11.9925040083265,86.5134743861137,5.47033820025228,1,Turbidity
9.107330383461761,24678.329289092,5.575906369507383,334.7173347045231,467.110761590556,12.937328739572706,46.9352518256491,4.49213994862107,1,Slightly Turbidity
4.87931277318995,24215.8569410144,9.15201801215612,306.588490299969,406.365748241005,12.85104424389,60.0031476759987,4.29507930240811,0,Slightly Turbidity
7.60705790010416,20007.3071394073,7.28149209580839,333.8544560831639,528.867805997356,13.9388207768864,49.9008991652122,3.60684636091863,1,Slightly Turbidity
6.944868386836294,16904.201091168223,6.34140695887747,299.52167331693784,470.5997605879183,15.045816752218798,61.14608668810088,4.241135181480118,1,Slightly Turbidity
7.079785231391082,20406.5170089346,6.60851961356145,352.895305067668,482.378969212222,12.5197768729701,70.5806072292685,3.81905282864523,0,Slightly Turbidity
6.5912917455664,13680.128293279,5.06910825102319,322.035836634398,477.96050671548,14.9868034851127,66.39629294676803,3.01037874499004,0,Slightly Turbidity
6.12466666716859,21083.4407463972,7.1805227687622,321.865931055157,349.416071910632,14.144593725561,64.4074977984946,4.56043515249438,0,Slightly Turbidity
6.21758491448443,15597.640883064318,7.7514611859108555,361.2478096865621,452.922024905992,14.5971445174402,70.85097650024328,4.15016690975386,1,Slightly Turbidity
6.32853555877095,24887.3925210575,5.19136551725888,333.8544560831639,400.366521179039,13.8376041658718,58.8419060318818,5.04449305611185,1,Turbidity
7.511816641411975,15736.893958506133,8.03428389125894,333.8544560831639,303.10814585787523,17.425460208515005,90.6623366916451,2.285519928882218,1,Clear
7.753936117609168,17169.584382234276,7.98403919630692,344.1218987043604,385.0450025893611,16.848511672256222,47.0033216991352,4.833026694103558,1,Slightly Turbidity
7.079785231391082,16370.6947436407,7.50297131182873,333.8544560831639,472.426012124508,18.6647232666244,49.5619688941635,4.85672718677408,0,Slightly Turbidity
6.52901531200464,20220.031947995,5.99566902550189,300.94188608556,544.126066436829,11.8097074314692,72.6080760823959,5.12081321450009,1,Turbidity
7.240271791102996,23432.96269427995,5.9278681269137286,328.35920602699804,325.3877076397499,14.033552834801071,60.571081276959916,3.832597166985505,0,Slightly Turbidity
6.30286810106137,20601.1250667104,6.83680358292459,333.8544560831639,432.903608188938,12.9604726045905,64.3949065970703,4.26729210559807,1,Slightly Turbidity
8.3999336908325,27663.0896784517,6.73429847672657,290.005120816035,556.558823256703,12.3521608353617,67.0618235577468,2.61308478351528,0,Clear
6.632031568588184,24161.25497902576,7.96452512488874,369.6215854010609,346.8604045432206,17.03360167698486,61.205469894379654,3.3862942904685025,1,Slightly Turbidity
5.228506322285567,24855.907780812267,7.016078459188268,337.27089678741,343.34923486341023,15.922648263576605,77.31530003837497,3.1888054730050284,0,Slightly Turbidity
5.85079739001825,22485.8294241733,8.63328322257644,333.8544560831639,461.911836084041,15.3805416881117,66.39629294676803,4.14248077097426,1,Slightly Turbidity
7.079785231391082,17777.100086110448,6.087949054255588,333.8544560831639,543.1149525312113,10.717588217980335,66.39629294676803,3.8786641554679213,0,Slightly Turbidity
5.3793021609721,26744.287599621,7.14277178801043,336.293357765294,458.004881626434,18.1527586808108,71.8755736508304,3.93432647677483,0,Slightly Turbidity
7.362912867202151,20430.90669671211,6.664786369078298,333.8544560831639,437.38952625134675,9.675166667451435,69.03511345372613,3.2494398781740013,1,Slightly Turbidity
7.648877927703538,22510.9750698624,8.617208146755678,333.8544560831639,393.2935389967264,12.854519109800378,73.31350293073262,4.953533862998418,0,Slightly Turbidity
7.37911244778943,14246.470396906,6.04320494413645,377.274733222856,414.120700316082,10.764107858196,85.8527686050276,2.3950608552272,1,Clear
6.727185265204605,26012.48874565097,6.95200803307596,346.6287351593673,473.33007830458445,18.43783527648162,69.466289077676,4.158248534758004,1,Slightly Turbidity
7.079785231391082,8720.00159321934,8.46654408421752,333.8544560831639,372.385175432965,15.4212762176929,64.5641432674701,3.40594958303004,0,Slightly Turbidity
8.11644657034648,23985.864422293933,7.513870224431929,346.42378707303953,436.29055173235497,9.612293183542079,67.38115657422024,2.9346974369973076,0,Clear
9.27493017074591,25191.6291635793,6.3806289524318,311.764201782442,497.32134261649,19.8596164868295,52.9011272578756,4.91996967728185,1,Slightly Turbidity
6.635894308187562,20339.01686990398,6.032863905159469,307.9549022960769,412.5829888313687,15.894673995972482,57.64345689991341,4.523236865678159,1,Slightly Turbidity
7.62866356979544,12807.9038956708,8.78536587625393,312.172489359175,410.916373498544,12.4272410939108,73.5133205720572,4.07137076239059,1,Slightly Turbidity
8.81147224773704,12138.4229544071,10.520555008740166,360.2955742715124,437.51542143666796,15.952680361231785,67.87849673085896,5.58739598761068,0,Turbidity
5.953981878134785,32241.079614323662,8.439680712314411,347.71315716547457,416.09099789345026,14.638926518042013,68.90775427223289,4.071916487170485,0,Slightly Turbidity
7.38428343506369,27029.309115124,7.00318681273135,354.791630410587,444.603623700612,12.5752098083688,49.299849432969,3.10681446755409,1,Slightly Turbidity
5.59758888373499,11798.0317480531,7.62889095853734,316.779240789492,367.216973714165,11.8860574666887,65.7970232352355,3.32303953396273,0,Slightly Turbidity
7.21568187012471,18544.4055415711,7.10596124333814,282.15388671315,429.933622025112,14.8556587506518,85.6808361515924,5.10031777689367,1,Turbidity
7.44060916327784,15922.7199164273,5.74830166781993,333.8544560831639,458.561301029963,11.4536230236033,66.39629294676803,4.42801319529764,0,Slightly Turbidity
6.38845257540148,23409.6096606373,8.11142510188461,333.8544560831639,379.149890036808,15.3164224137723,69.1108153717117,4.52309842345653,1,Slightly Turbidity
6.83765127051828,10218.510179378,6.9558144679388,382.856877596272,423.55746962591,12.2207307829707,65.1799272439742,3.05481552755861,1,Slightly Turbidity
6.32809639247992,23125.8437995251,6.63107132052724,324.09055136869,370.138407351424,12.9951805833914,41.5258630364794,3.25347331996376,0,Slightly Turbidity
7.72811799954011,14810.3812635322,8.10709065344416,360.383978282798,345.078156929165,15.0224798708945,55.8939155073845,3.04550856643527,1,Slightly Turbidity
7.071314192217861,20038.796416929355,7.602251873891982,290.05721880909675,605.3050414394087,8.713963616341118,58.41345969332727,4.293726559748635,1,Slightly Turbidity
6.2039777022783476,21815.07414790552,7.873991884545469,333.8544560831639,362.10800431396245,14.9330126610987,63.87381994728531,5.215689206119035,0,Turbidity
7.37162380489009,17505.2359990477,7.46089257850378,304.523702975497,301.826189470342,13.2008970449965,64.2309424561872,3.16871389763905,1,Slightly Turbidity
7.43828892120219,16981.5606464058,6.8395279418686,358.729620224049,364.340050645661,13.1291959480072,69.2602092263662,3.27268618299477,1,Slightly Turbidity
7.23119088535152,29773.1337429906,6.20864122254877,333.8544560831639,319.610842420391,14.3258846292088,50.6550008331396,4.88080914703803,1,Slightly Turbidity
6.14821244806732,27981.6530391922,7.05438837356646,331.146835094698,431.432013929936,20.933290023975,70.7954955109489,2.90125112796503,1,Clear
9.13261010406271,10418.6123776547,7.12484844931715,385.011231889062,373.144689017323,10.3775448674322,68.1840200592738,3.55275769756104,0,Slightly Turbidity
7.079785231391082,11955.8497154764,6.7863148674998,333.8544560831639,394.035212825117,12.8074786280023,66.39629294676803,3.14945150418419,0,Slightly Turbidity
9.43009971387302,13152.9166844706,7.40313863508064,333.8544560831639,372.917454597005,14.4779509096418,50.775293465226,3.08069996481319,0,Slightly Turbidity
7.90643565794252,32915.2261859991,5.70669913862871,370.563112410326,400.496519499772,15.4758669139878,66.39629294676803,4.06455524975019,0,Slightly Turbidity
7.721078493617457,17248.61874200274,7.6853697349708545,286.4035215485703,269.0136348220542,11.757348236756798,56.8845279970477,3.223951089800068,1,Slightly Turbidity
7.868147086463669,20434.105735193978,6.210993673823739,337.9160907650076,549.4149828010675,16.50157842370851,66.39629294676803,4.315898406460025,0,Slightly Turbidity
8.76788746139913,22170.5970183199,5.53149873794442,369.613278480061,404.121055121029,15.9101015673005,72.1640193247184,4.81938183018383,0,Slightly Turbidity
7.079785231391082,10116.6231679161,8.30311011815542,356.540891006562,506.873005473941,13.8680842095195,40.9168107291419,3.35745311768719,1,Slightly Turbidity
4.4834027609353875,13122.223421559383,5.276730857728753,291.1990882205126,413.5450472679064,11.871724637260229,75.50454201634828,2.203840523502365,0,Clear
6.6096803221946265,17963.86684547205,7.72531395856043,346.28532887923484,466.1030079553118,11.468432035315743,41.25286912409838,3.5891464414221934,0,Slightly Turbidity
7.3560567780554384,31409.063978837024,7.3955296826678,283.5095825426214,428.75310359554504,22.166320991934526,87.39912189045668,4.549916839518295,1,Slightly Turbidity
8.58619868658064,23263.9290095028,9.42020637753574,328.693959653503,296.803659775255,12.2138360256418,63.6426202647073,3.38009420581272,1,Slightly Turbidity
7.6540312430621,25510.4396754992,8.05309224261622,361.558542664279,394.178356580063,15.5970761954757,66.39629294676803,4.31500751719859,1,Slightly Turbidity
8.837786915479438,11610.20794869492,7.8700615413288,332.7590286287097,514.9259969241641,12.291615511880423,87.42907783821161,2.0870802171798366,1,Clear
7.98962692730367,30852.1876119239,9.03073715659261,333.8544560831639,446.177929809008,11.0809969435627,93.2742324692804,5.26886889128043,1,Turbidity
6.911698241358011,25612.148912339955,7.224710174935922,318.9879136050391,298.5505129767719,11.858904526950766,94.34017212884177,4.616641008449857,1,Slightly Turbidity
5.60472068183325,28395.2767427843,6.74593015467133,354.848234407344,331.888956908907,16.7863130743877,65.4473615409692,3.25522325043487,0,Slightly Turbidity
8.246369053777844,31080.43207563619,6.096360029402541,332.7661559909496,369.02921276876,17.53395378837547,55.030175011088104,4.433256610390339,0,Slightly Turbidity
6.63397036587973,15352.4996433501,7.19220904915614,333.8544560831639,375.459783966231,11.2659526433728,79.1558219762784,5.03051056435182,1,Turbidity
6.48928442742942,13981.2496168559,9.35236672081863,309.897830133542,477.033961398107,17.5877262503164,84.0247863975403,3.69813385616769,1,Slightly Turbidity
7.202534415579847,11889.250632315909,8.015743172635725,333.8544560831639,369.04432582315957,10.371843235532651,62.037730244321395,5.702504528449717,1,Turbidity
7.71807062967878,11595.4197499692,8.02021651670212,333.8544560831639,295.072383718265,12.6597973902016,73.6887424031573,3.28518344713736,1,Slightly Turbidity
9.04760318656163,20221.3194839551,7.58372509746605,353.41944564852,491.439421245938,19.6661534962631,64.1772322360479,3.45262254145489,1,Slightly Turbidity
6.52912047595212,33044.3244567672,5.2590724505086,361.732605950328,350.796739391947,7.61107001007023,66.2256737798128,5.18164584144471,1,Turbidity
5.79332822222567,13029.6312859715,5.8126687000743,373.65738740307,404.779031507212,15.6711264134621,35.3381334894972,3.88943642411228,1,Slightly Turbidity
6.95866036778802,29368.3923446183,5.65211876008694,333.8544560831639,522.563112776509,21.0625990443051,58.8767657320132,3.46471241051084,0,Slightly Turbidity
6.96920727968442,34511.0443669203,5.26582446505436,299.770069210077,475.223754588228,16.5834055990326,62.7568905854906,4.5324840312385,1,Slightly Turbidity
7.9108645451284,28997.7261965801,7.34563776628851,333.8544560831639,442.307060694218,12.9271151157144,67.0999694296808,2.9047901592918,1,Clear
7.15642449459831,27025.206963024633,6.734527285410932,359.7105171689742,448.4571606938775,12.511973428093427,49.29984943296899,2.9584147115900317,1,Clear
8.23793193838623,27005.8895863789,4.50528055792455,333.8544560831639,455.454014943311,8.07977594252787,52.5011873944366,2.88838706651096,1,Clear
4.69219656349297,24211.63077025936,9.363249825363392,307.71399582698444,406.55166701639206,12.6182517815746,60.003147675998655,4.009006061677201,0,Slightly Turbidity
8.74283334285134,20103.0768195743,6.35273731480393,345.096672909873,560.752124642632,8.75482350738529,78.9330963082382,3.9328371230458,0,Slightly Turbidity
7.96782738440039,15493.4004766041,9.59399876538644,333.8544560831639,367.849198837294,15.2793938841407,54.4907331782934,4.44059226884637,1,Slightly Turbidity
9.734619707554277,18976.23307613725,4.745970265891426,330.6357882488822,383.94753730403824,14.89700130697014,66.39629294676803,3.5065029938769525,0,Slightly Turbidity
5.73100908961494,17528.1938292084,5.37184111384599,340.68535385983,409.86412363965,15.4539285256535,31.9418312108785,2.99680099864447,0,Clear
5.5710197113162625,26138.097610454868,8.83276202975628,361.8555486279918,434.05125330700906,16.166931044063972,88.72737265705481,3.931306748154382,0,Slightly Turbidity
7.78827789485144,13734.6791448974,6.9063749661209,358.13751386079,360.473614491627,11.2808037298135,39.5504760310665,3.44827279786147,0,Slightly Turbidity
7.72048106063404,22985.9294005206,6.04406729956666,343.758527599704,405.429474360042,14.3130700872725,64.2912918200471,4.00611725428315,1,Slightly Turbidity
7.079785231391082,14564.7395257652,9.37526518137775,333.8544560831639,285.555847395499,9.23233026341259,49.5401201533341,3.81549609713025,1,Slightly Turbidity
7.079785231391082,20101.2222361033,8.78140120163234,353.477351372208,341.917943212688,11.6046780054717,62.9515273746899,4.50530139959798,1,Slightly Turbidity
8.91208129512804,14158.0893611944,4.83904624622325,333.142518620726,316.69367251296,10.8797336395487,69.1145930618456,3.61861093898887,0,Slightly Turbidity
7.15473588040487,32680.977991229047,8.972661232218787,283.1084920273045,531.6026341640504,19.80628716994471,81.92682593644768,4.629955736114066,1,Slightly Turbidity
6.12490724616647,31619.884335049,6.80527877115518,333.8544560831639,512.140370032295,12.797903185044,99.6406914140057,2.93530591052526,1,Clear
7.079785231391082,28789.2891316157,8.16875454603842,385.675986004609,418.840188624759,10.6050445063646,63.2353650390687,3.09569029940601,0,Slightly Turbidity
7.780868679242907,40483.73038912539,6.1460984395154945,302.32967382496975,563.7199666725719,11.753045758326323,51.55946461543819,4.602026774692102,1,Slightly Turbidity
9.485832873402854,15357.83337292032,8.534458442405425,315.83139625832393,429.62221218257963,15.621138695886827,64.8260282011821,3.221129818784097,1,Slightly Turbidity
7.169251038319984,39624.08717906605,5.4083539516291195,300.69512981801296,507.0270059985916,16.559228592883812,66.39629294676803,4.533174154664913,1,Slightly Turbidity
6.9045643705669,35555.2924768502,6.59912534977905,304.673618125706,393.550363929504,11.9942413250643,69.8531347373064,4.20953150958198,1,Slightly Turbidity
9.02804718322497,9925.25915602815,6.2505296626885,350.740232472054,540.246305524441,11.1027902430269,65.782453044405,4.82056777477939,1,Slightly Turbidity
7.079785231391082,17751.5249773171,7.47878470341592,333.8544560831639,511.365435091475,15.1934894522526,54.1326578418489,2.51115019715655,1,Clear
7.76642366903695,26550.3438770211,7.14522316168371,313.678037177774,306.103968322689,17.7206390290717,67.3560786794156,4.08117817299165,1,Slightly Turbidity
7.079785231391082,22750.8123954619,7.64792920092283,328.062319697068,395.144539347177,21.2771193560253,51.9390188908301,3.61611608192367,0,Slightly Turbidity
9.27493017074591,25191.6291635793,6.3806289524318,311.764201782442,497.32134261649,19.8596164868295,52.9011272578756,4.91996967728185,1,Slightly Turbidity
8.01881789115238,20430.711832562,6.46911626289036,333.159494732478,548.837036868322,16.5870324652193,66.39629294676803,4.01675939359803,0,Slightly Turbidity
8.628301074066663,31548.00646369594,7.079462297434495,333.8544560831639,342.35569745032865,18.248367893304533,62.188687054721896,5.1008578541361445,1,Turbidity
7.079785231391082,19290.6872442886,7.20070539404435,333.8544560831639,275.29368621453,14.2732691193463,56.8013205687948,2.70174789041665,1,Clear
7.52592881454161,22313.37887344,8.24189024625874,383.174221923799,288.269999100314,13.960625482692,68.8618608478651,3.72850861814621,1,Slightly Turbidity
6.76297607327792,10341.2822434902,10.2523785814896,333.8544560831639,454.432355379978,14.1438676231277,61.1502992945197,3.91031544010296,1,Slightly Turbidity
8.44815602943427,19583.8719382479,6.41852960043255,334.345869743389,549.893811261872,18.3910107600335,45.6683179923724,5.32743546051376,1,Turbidity
7.079785231391082,19289.361452747547,7.325055363995786,333.8544560831639,274.696540079706,14.093402113579032,56.80132056879478,2.619420878956215,1,Clear
5.62788360905105,28316.866763434,7.34431421708802,318.265874130871,424.815152871567,11.9561308628342,67.6510245915503,4.89101319979074,1,Slightly Turbidity
7.11016764861903,19553.2436023859,8.13767258870723,359.586905942401,379.852995279206,18.455059776767,65.6942303934959,4.01303015184993,0,Slightly Turbidity
7.163999222574383,34226.072126574334,9.412034556261546,320.25891722842846,415.5775126558978,16.221043742398706,90.18420845027126,3.3543222667273684,0,Slightly Turbidity
7.1645677151729,39246.3366518407,8.3014011941544,320.447137041737,483.291657777465,14.4132807372624,41.7537274059341,4.32940755049316,1,Slightly Turbidity
8.58785585361204,15909.0285031616,8.37874346851877,300.31687221267,478.7576665993,15.3568434977715,71.4785007741924,3.73718806493859,1,Slightly Turbidity
6.03602291592367,21816.4248892547,8.01672007015259,333.8544560831639,363.943185784923,14.9705976901978,63.8738199472853,5.09266099188976,0,Turbidity
6.83969935592938,34676.200233707,6.20041137364612,362.530945627425,433.538162071466,12.0185681239039,66.39629294676803,3.86435356228666,1,Slightly Turbidity
7.425102223222055,18608.940873849617,7.43449274757963,318.18329661711186,338.93527092327014,16.24475501404072,94.60531109309895,2.5587727443235098,1,Clear
7.8890797349062165,24974.692773772982,7.296281894131476,333.8544560831639,453.16698664135515,12.529679590067701,60.43501603557154,4.034040700765162,0,Slightly Turbidity
7.079785231391082,5575.74154184227,4.96031498233527,343.755233013115,390.893993317832,10.5582719001979,50.7474736018187,3.16584692800495,0,Slightly Turbidity
7.079785231391082,23572.157802019516,4.976788270790193,300.72699494168444,449.95108280302503,7.090387208534082,66.02679551194069,3.0938144500611764,1,Slightly Turbidity
8.37845557293146,32576.0373902224,10.0645467319076,333.8544560831639,341.908614318883,13.0286190959551,66.2293944761557,3.18281960227285,1,Slightly Turbidity
7.29212140295755,14829.7543898577,6.8208470821217,363.193345645654,584.932816540547,17.4747083778591,59.6860758208585,4.48092206640629,1,Slightly Turbidity
6.433722352782365,20321.229404327143,6.3789179770739155,373.0517721049259,375.028222460977,11.684647972968719,61.6298226203521,3.6414899724430043,1,Slightly Turbidity
7.84746680635943,12103.148892682,5.27865058198164,292.567407792976,467.062424364962,15.7343816061495,61.802095102717,3.8978326312522,0,Slightly Turbidity
8.154840855474227,25620.771365199776,7.651668437911807,367.2242972013084,597.8700731609196,11.802846743479222,72.38476153380526,3.696327574847777,0,Slightly Turbidity
9.406325752898285,27948.58944543105,6.156110794077742,355.47303468825606,347.9830782769112,16.340715053314568,32.108292482849905,3.097277957477165,0,Slightly Turbidity
5.10868573689964,13494.3562228031,6.82036183547659,330.865906085919,593.922339968528,13.8964456620922,61.3929828639765,4.0960115200286,1,Slightly Turbidity
6.47952141898135,37031.709630323,4.60022059071993,282.823722943939,380.073085462005,12.599691323202,57.8184837106709,2.671467056153,1,Clear
7.079785231391082,22511.692615177697,7.057577879965413,377.1289704427131,291.35370138829103,11.590025108635132,72.50852290108448,4.08170139800861,1,Slightly Turbidity
7.520518926663479,22160.81966223421,7.473798522937219,333.8544560831639,545.1466502467048,16.460633650129182,90.94494369027876,4.227765963772117,0,Slightly Turbidity
7.079785231391082,15097.024064230005,8.48242112016667,361.9714189267742,471.4774190350361,14.570931888628081,40.28729832241889,3.2279407989275133,1,Slightly Turbidity
5.17654978042579,28400.6854807593,6.56815318468682,333.236277468753,328.566621434081,18.5015971008531,62.075901989425,2.27874414855978,0,Clear
7.079785231391082,9004.52310591024,8.99830444187403,333.8544560831639,428.962271172711,8.75879688806265,74.7733924065712,3.6113398330046,1,Slightly Turbidity
6.30203481959384,6696.33727856752,4.06753488479551,333.8544560831639,604.700061328375,13.3891453555983,68.2986890539222,4.25487182890218,1,Slightly Turbidity
7.079785231391082,23093.1397171293,6.47565376096245,296.352031261807,419.724419652796,13.3992017401338,50.8952331518007,3.23753801553802,1,Slightly Turbidity
7.9180870791782425,29565.711107942137,7.4321795210529435,333.8544560831639,322.53342323301644,11.309245068505447,70.11674608527755,4.640043009571169,1,Slightly Turbidity
7.138374316854361,22575.18857693228,6.9077144976833775,333.8544560831639,504.865692804048,18.503761888918746,66.13698818743458,4.144872250700283,0,Slightly Turbidity
7.91735647797727,19877.6795058886,7.24520557780866,333.8544560831639,449.292781880809,6.78622996371511,55.8035026456021,3.63537633787094,1,Slightly Turbidity
5.76255224970805,22159.018072587096,6.302263824957409,347.77515378334857,449.4353758592738,12.950544578400695,65.83974179326923,2.9065892123963133,0,Clear
6.4267318568858,35774.1095346488,6.49807083951649,309.06870684407,368.050728208372,7.9266655560832,77.5549532818769,3.31181652808879,1,Slightly Turbidity
8.39843215198777,20315.489004307,7.12506105819181,326.876648165636,298.986485313212,13.6830320105523,62.230134051103,4.38921156660789,1,Slightly Turbidity
8.00756538839358,18621.9618003409,7.12106216661689,333.8544560831639,452.692309330859,14.4345158706437,85.9304283912371,3.02814397760579,1,Slightly Turbidity
7.5328313693908,26735.8611219741,10.3398148383381,304.817865804246,555.543229975668,16.569605801654,61.0773828718781,3.77926900792826,0,Slightly Turbidity
7.079785231391082,23433.90177406979,7.729588419260772,333.8544560831639,329.740861722908,12.275713323952402,38.75679771996282,5.128346524187511,0,Turbidity
7.079785231391082,16219.4753201797,5.5630672082635115,379.9629732706872,374.5430685947028,11.118073198350999,72.2907733307725,4.90436657594971,1,Slightly Turbidity
7.079785231391082,17778.875873185,6.38151800915177,333.8544560831639,538.259452309028,10.6579974917277,66.39629294676803,3.59263341126549,0,Slightly Turbidity
6.69252080604788,11344.2788267528,4.07511949181214,333.8544560831639,472.730987048618,10.6265596283863,89.6861962695158,4.70432936299298,1,Slightly Turbidity
5.71882986872296,18435.8091088922,6.8055919332529,313.927404098969,442.213407623675,19.1047532318788,53.6618229874167,3.70561212367893,0,Slightly Turbidity
6.88279093973761,20338.6458715144,5.99650861483039,307.513882749371,413.769629585245,15.8295289796506,57.6434568999134,4.27702753691683,1,Slightly Turbidity
7.8151213597881,27850.2469240702,6.31518812169434,358.946118903363,482.963805260201,18.4275898973657,50.1284152906485,3.99346950921562,1,Slightly Turbidity
7.079785231391082,26894.7560665111,4.08544294652057,327.219147992682,341.878604947429,14.984365277045,66.39629294676803,4.70284223191975,0,Slightly Turbidity
6.37683659784901,25172.4455262795,6.72823157585387,326.13453640985,622.94657441283,18.8525090427844,82.2440948313236,3.63900155274931,1,Slightly Turbidity
6.89792271658945,16616.51661653825,6.35293353105966,329.3397676162268,337.4360877112996,12.446975630517784,60.15941276592294,4.490105279441128,1,Slightly Turbidity
6.18033385118943,8809.75192907089,5.85719092126861,366.382610917423,367.671124575317,17.0055362311064,47.6617271694502,5.23161663659075,1,Turbidity
